TransactionType,Channel,TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,Cluster
Debit,Online,463.91999999999996,50.0,199.0,2403.39,0
Debit,Online,320.14,60.0,96.0,3075.97,0
Debit,Online,214.93,28.0,52.00000000000001,7835.4,0
Debit,Branch,660.02,20.0,84.00000000000001,414.43,1
Debit,Branch,345.81,40.0,135.0,6116.8,1
Debit,ATM,143.54,71.0,80.0,6067.62,3
Debit,Branch,42.55,53.0,29.000000000000004,7341.43,1
Debit,ATM,541.79,22.0,125.0,1454.08,3
Debit,Branch,40.57,26.0,63.0,1476.91,1
Debit,Branch,120.24,18.0,131.0,1943.1300000000003,1
Debit,Online,498.67,28.0,244.0,1719.97,0
Debit,ATM,227.21999999999997,53.0,220.0,832.82,3
Credit,Online,56.94,76.0,74.0,7004.63,4
Debit,ATM,629.82,68.0,159.0,6385.69,3
Debit,Online,59.44,35.0,176.0,5472.03,0
Debit,Branch,186.69,30.0,53.99999999999999,8602.22,1
Debit,Online,230.46000000000004,19.0,179.0,162.53,0
Credit,Online,65.09,44.0,159.0,9370.9,4
Credit,Online,457.0899999999999,55.0,63.0,8570.82,4
Credit,ATM,552.02,44.0,100.00000000000001,522.08,4
Debit,ATM,377.12,34.0,61.00000000000001,836.6699999999998,3
Credit,Branch,204.56,18.0,179.0,364.72,2
Debit,Branch,420.28,35.0,144.0,8557.32,1
Debit,ATM,97.09,24.0,202.0,1579.57,3
Debit,Branch,124.59000000000002,27.0,171.0,129.29,1
Debit,Online,73.88,39.0,34.0,6474.41,0
Debit,Online,77.43,21.0,169.0,1380.21,0
Debit,ATM,106.16,56.0,277.0,7487.790000000001,3
Debit,Branch,245.93,54.0,172.0,7986.629999999999,1
Debit,ATM,622.41,64.0,125.0,7322.01,3
Debit,ATM,43.73,34.0,145.0,9929.43,3
Credit,ATM,2.03,33.0,28.0,3012.31,4
Debit,Online,770.65,31.0,137.0,7198.8,0
Debit,Branch,260.31,63.0,113.0,10980.38,1
Credit,Branch,356.1,26.0,187.0,868.35,2
Credit,Branch,27.07,80.0,39.0,3773.2899999999995,2
Debit,ATM,119.89,67.0,60.00000000000001,6697.77,3
Debit,Online,106.39,37.0,281.0,9410.99,0
Debit,Online,12.04,37.0,58.00000000000001,6213.32,0
Debit,Branch,365.7,21.0,115.0,368.78,1
Credit,Branch,29.38,28.0,63.0,1663.31,2
Debit,ATM,319.85,60.0,148.0,711.6599999999999,3
Credit,Online,350.14,75.0,37.99999999999999,2403.25,4
Credit,Branch,163.94,52.0,73.0,5957.37,2
Debit,Branch,170.53,24.0,58.00000000000001,801.01,1
Credit,ATM,262.22,40.0,136.0,5711.71,4
Debit,Online,41.49,24.0,13.0,928.33,0
Credit,Branch,121.43000000000002,52.0,243.0,7365.28,2
Debit,Branch,350.46,51.0,165.0,5839.38,1
Credit,Online,220.41,26.0,155.0,5116.98,4
Debit,ATM,33.46,72.0,111.0,3641.07,3
Debit,ATM,104.79,70.0,223.0,1352.19,3
Debit,Online,246.27,29.0,141.0,7299.86,0
Debit,ATM,48.85,19.0,176.0,1503.56,3
Debit,ATM,332.0,69.0,17.0,5943.13,3
Debit,Online,118.09999999999998,54.0,167.0,895.6599999999999,0
Credit,Branch,84.59,67.0,10.0,5669.1,2
Debit,Online,295.64,21.0,82.0,1061.96,0
Debit,Branch,514.33,25.0,160.0,1592.94,1
Debit,Online,94.59,39.0,34.0,6171.89,0
Debit,Branch,80.43,59.0,157.0,5987.67,1
Debit,Online,54.25,68.0,37.0,14783.33,0
Credit,Branch,178.88,76.0,93.0,4708.29,2
Debit,Online,518.85,22.0,82.0,1806.0,0
Debit,Online,10.65,54.0,161.0,13240.72,0
Credit,Branch,198.62,27.0,84.00000000000001,1196.07,2
Debit,Branch,107.03,27.0,73.0,1408.07,1
Debit,ATM,139.57,19.0,263.0,271.78,3
Debit,ATM,312.47,49.0,148.0,9419.27,3
Debit,Branch,346.11,41.0,213.0,9551.64,1
Debit,Branch,138.06,44.0,159.0,1070.47,1
Debit,ATM,158.02,49.0,120.0,9374.24,3
Credit,Online,830.01,66.0,96.0,4253.18,4
Debit,ATM,435.5,55.0,112.0,6981.03,3
Debit,Online,110.49,57.0,48.0,10483.93,0
Debit,Online,329.4,34.0,68.00000000000001,9588.07,0
Debit,ATM,635.4,47.0,106.0,1238.11,3
Debit,Branch,769.97,22.0,22.999999999999996,1244.93,1
Debit,Branch,175.07,26.0,169.0,1040.25,1
Debit,Branch,7.309999999999999,78.0,282.0,5757.67,1
Debit,ATM,175.15,27.0,32.0,1712.65,3
Debit,Online,32.54,25.0,183.0,1544.88,0
Debit,Online,121.82,60.0,119.0,13293.83,0
Debit,ATM,56.12,30.0,102.0,8839.67,3
Credit,Online,424.7,56.0,178.0,6239.89,4
Debit,Branch,35.16,32.0,130.0,8459.18,1
Debit,Branch,35.73,65.0,87.0,9073.17,1
Debit,ATM,3.44,78.0,107.99999999999999,7561.33,3
Credit,Online,139.03,50.0,81.0,2276.57,4
Credit,ATM,254.91999999999996,28.0,169.0,2791.12,4
Debit,Online,115.11,28.0,139.0,9808.97,0
Debit,ATM,171.11,57.0,171.0,6324.09,3
Debit,ATM,168.54,70.0,142.0,13406.0,3
Debit,Branch,420.76,51.0,75.99999999999999,6581.55,1
Debit,Branch,408.46,64.0,28.0,3140.79,1
Credit,Branch,342.17,21.0,247.0,461.83,2
Debit,ATM,580.71,53.0,95.0,5670.0,3
Credit,Branch,821.54,79.0,36.0,4040.3199999999997,2
Debit,Branch,253.47,20.0,238.0,220.51,1
Debit,Online,22.81,62.0,75.0,3634.76,0
Credit,Online,266.57,39.0,96.0,7180.48,4
Credit,Online,374.61,75.0,37.0,1389.71,4
Credit,ATM,339.35,78.0,70.0,5002.7,4
Debit,ATM,810.36,20.0,67.0,9239.12,3
Debit,ATM,9.83,24.0,86.0,666.42,3
Credit,Branch,135.57,51.0,116.00000000000001,11351.64,2
Debit,ATM,340.05,43.0,37.0,7234.15,3
Debit,Branch,283.45,27.0,127.0,2049.51,1
Debit,ATM,100.99,68.0,114.0,8865.27,3
Debit,Branch,90.88,18.0,176.0,3908.4700000000003,1
Debit,ATM,655.15,26.0,264.0,5587.44,3
Debit,Online,320.55,50.0,118.0,438.75,0
Debit,Online,41.51,28.0,48.0,609.5999999999999,0
Credit,Branch,71.53,68.0,39.0,2393.73,2
Credit,Branch,467.13,54.0,45.0,3914.84,2
Debit,Branch,235.39999999999998,28.0,70.0,818.3599999999999,1
Debit,Branch,159.32,18.0,100.00000000000001,304.44,1
Credit,Online,50.83,30.0,48.0,9553.42,4
Credit,Branch,56.89,59.0,56.0,3034.67,2
Debit,ATM,20.22,43.0,138.0,5515.32,3
Debit,Branch,50.4,36.0,84.00000000000001,1677.01,1
Debit,Branch,73.88,53.0,131.0,4055.55,1
Debit,ATM,119.61,33.0,53.00000000000001,9899.94,3
Debit,Branch,116.58000000000001,43.0,247.0,2620.74,1
Debit,ATM,391.96,64.0,79.0,2174.16,3
Credit,Branch,156.26,46.0,160.0,7854.100000000001,2
Credit,Branch,427.0,49.0,163.0,8253.65,2
Debit,ATM,443.68,18.0,137.0,874.1499999999999,3
Debit,Branch,101.76,31.0,26.0,6043.25,1
Debit,Branch,67.57,37.0,107.0,2766.12,1
Debit,Online,326.29,56.0,179.0,8171.259999999999,0
Debit,ATM,158.56,33.0,100.00000000000001,5401.21,3
Debit,Online,56.02,27.0,142.0,3548.02,0
Debit,Online,288.28,27.0,36.0,160.83,0
Credit,Branch,245.67,24.0,107.0,752.2499999999999,2
Credit,Online,152.18,39.0,176.0,2459.84,4
Credit,Branch,114.35,41.0,21.000000000000004,469.12,2
Credit,Online,373.27,61.0,79.0,8441.61,4
Debit,Online,504.63,60.0,168.00000000000003,3806.16,0
Debit,ATM,126.22000000000001,46.0,77.0,6133.41,3
Debit,Branch,820.15,47.0,181.0,8802.97,1
Debit,ATM,8.37,63.0,135.0,1106.34,3
Credit,Online,197.49,53.0,30.0,5005.33,4
Debit,Branch,637.97,58.0,90.0,7949.03,1
Debit,ATM,13.52,26.0,65.0,259.77,3
Debit,ATM,432.1,49.0,240.0,2114.3,3
Debit,ATM,375.17,51.0,66.0,5495.3,3
Debit,Branch,642.68,50.0,94.0,8461.46,1
Credit,Online,78.44,52.0,292.0,6870.84,4
Debit,Branch,139.72,49.0,201.0,5058.83,1
Debit,Branch,499.99,31.0,296.0,8885.0,1
Debit,Online,10.07,24.0,49.0,530.81,0
Debit,ATM,120.62000000000002,23.0,85.0,9379.53,3
Debit,Branch,578.49,59.0,180.0,6475.13,1
Debit,Branch,119.30000000000001,34.0,22.0,319.04,1
Debit,Online,280.92,41.0,168.00000000000003,5298.85,0
Debit,Online,42.42,21.0,102.0,490.57,0
Debit,ATM,77.03,67.0,259.0,11310.27,3
Debit,ATM,22.59,62.0,45.0,3988.75,3
Debit,ATM,568.76,51.0,155.0,7484.319999999999,3
Credit,Online,25.94,58.0,211.0,4815.11,4
Debit,Branch,105.94,51.0,207.0,5963.1,1
Debit,ATM,733.29,52.0,94.0,10427.0,3
Credit,ATM,350.15,21.0,195.0,296.47,4
Debit,Online,183.67,19.0,238.0,910.26,0
Debit,Branch,278.27,29.0,123.0,6684.34,1
Debit,ATM,470.3,40.0,88.0,8524.09,3
Debit,ATM,261.69,53.0,84.00000000000001,5126.65,3
Debit,Branch,365.04,22.0,94.0,873.8899999999999,1
Debit,Branch,211.1,57.0,136.0,7059.77,1
Debit,ATM,21.49,58.0,240.0,11991.24,3
Debit,ATM,63.58,18.0,199.0,8086.040000000001,3
Debit,ATM,321.86,63.0,167.0,12626.49,3
Debit,Branch,12.11,75.0,127.0,1730.28,1
Debit,Branch,642.54,44.0,28.0,3143.17,1
Debit,ATM,210.45,27.0,146.0,1242.49,3
Credit,Branch,313.65,55.0,173.0,1886.36,2
Debit,Branch,99.76,26.0,131.0,416.89,1
Debit,Branch,115.32,53.0,113.0,5929.08,1
Debit,Online,33.61,23.0,72.0,479.08,0
Credit,Online,498.59,33.0,32.0,5862.99,4
Debit,Branch,98.81,27.0,91.0,797.1,1
Debit,ATM,1.87,65.0,147.0,7287.94,3
Credit,Online,78.92,59.0,95.0,5624.86,4
Credit,Branch,194.29,39.0,10.0,2988.41,2
Debit,ATM,28.73,53.0,185.0,2712.96,3
Debit,Online,105.53,24.0,88.0,1433.66,0
Debit,Online,737.34,30.0,34.0,7336.56,0
Debit,ATM,237.86,18.0,210.0,475.62999999999994,3
Debit,Branch,409.61,65.0,89.0,11698.15,1
Credit,Online,75.53,21.0,157.0,1034.35,4
Debit,ATM,72.75,64.0,15.0,12042.79,3
Debit,Online,39.11,26.0,143.0,518.54,0
Debit,ATM,729.38,68.0,90.0,9127.65,3
Debit,ATM,137.49,34.0,50.00000000000001,4471.05,3
Debit,Online,504.7099999999999,29.0,61.00000000000001,6214.54,0
Credit,Branch,371.47,24.0,58.00000000000001,1187.04,2
Debit,Online,430.35,36.0,205.0,354.9,0
Debit,Branch,230.32,35.0,56.0,791.46,1
Debit,ATM,121.71,52.0,140.0,5878.89,3
Debit,Online,98.87,20.0,179.0,533.2,0
Debit,ATM,117.55,24.0,35.0,897.94,3
Debit,Branch,244.64000000000001,30.0,103.0,9159.56,1
Debit,ATM,321.93,45.0,12.0,4392.73,3
Debit,Online,283.23,40.0,98.0,2008.7700000000002,0
Debit,Online,346.65,30.0,60.00000000000001,6356.96,0
Debit,Online,381.62,64.0,164.0,6009.12,0
Debit,ATM,388.65,76.0,43.0,7896.850000000001,3
Debit,ATM,29.22,24.0,151.0,1649.43,3
Debit,Branch,46.75,67.0,150.0,2840.43,1
Debit,Online,348.64,57.0,128.0,3274.96,0
Debit,Online,319.17,73.0,81.0,6501.56,0
Debit,ATM,73.95,26.0,75.99999999999999,363.92,3
Debit,Online,389.63,27.0,99.0,9748.48,0
Debit,ATM,217.61,19.0,45.0,1404.53,3
Debit,ATM,199.84,21.0,150.0,706.44,3
Debit,ATM,56.35,44.0,75.0,5095.73,3
Credit,Branch,248.94999999999996,65.0,29.000000000000004,3059.79,2
Debit,ATM,142.58,33.0,145.0,7844.23,3
Debit,Online,84.34,58.0,247.99999999999997,5313.97,0
Debit,ATM,333.78,60.0,98.0,6810.94,3
Debit,Online,332.59,55.0,143.0,1457.07,0
Debit,Branch,236.81000000000003,22.0,15.0,813.68,1
Credit,Branch,417.8,27.0,130.0,1518.82,2
Debit,ATM,319.27,50.0,150.0,10269.78,3
Debit,Branch,384.1,42.0,172.0,672.7899999999998,1
Credit,Branch,820.62,61.0,158.0,6024.8,2
Credit,Online,474.77,56.0,50.00000000000001,2158.59,4
Credit,Branch,542.72,43.0,91.99999999999999,6011.8,2
Debit,ATM,79.8,73.0,75.99999999999999,6372.58,3
Debit,Branch,46.24,57.0,52.00000000000001,2569.56,1
Debit,ATM,327.8,61.0,53.99999999999999,10585.48,3
Debit,ATM,445.79,52.0,161.0,717.9899999999999,3
Debit,Online,55.89,72.0,150.0,3689.65,0
Debit,Branch,158.41,28.0,16.0,1512.16,1
Credit,Online,101.19,64.0,75.0,14389.45,4
Debit,Branch,827.14,36.0,265.0,9800.21,1
Debit,ATM,61.97,74.0,95.0,7014.69,3
Debit,ATM,27.21,79.0,102.0,3520.61,3
Debit,Online,173.74,80.0,64.0,4913.42,0
Debit,Branch,176.11,38.0,105.0,9155.35,1
Debit,Online,88.4,46.0,174.0,2567.53,0
Debit,Online,567.92,53.0,14.0,3779.4699999999993,0
Credit,Online,138.11,68.0,104.0,4177.65,4
Credit,Branch,456.93,28.0,193.0,7284.76,2
Debit,Online,101.42,66.0,146.0,6530.59,0
Debit,Online,300.61,44.0,51.00000000000001,7895.540000000001,0
Debit,Online,265.94,54.0,132.0,6781.3,0
Debit,Online,345.54,29.0,50.00000000000001,2091.78,0
Debit,ATM,411.52,41.0,88.0,11108.39,3
Debit,Branch,111.21,35.0,111.0,9088.36,1
Debit,ATM,316.37,53.0,86.0,4671.69,3
Debit,Branch,260.63,37.0,142.0,7534.7300000000005,1
Debit,ATM,92.36,29.0,144.0,6353.14,3
Debit,Branch,262.06,63.0,118.0,13587.52,1
Debit,ATM,64.5,74.0,230.0,1351.24,3
Debit,ATM,253.55,28.0,85.0,2797.26,3
Credit,Branch,408.28,21.0,125.0,1222.77,2
Debit,ATM,175.94,57.0,89.0,3728.0400000000004,3
Debit,Online,199.47,57.0,142.0,6067.44,0
Debit,Branch,51.07,63.0,133.0,4292.16,1
Debit,ATM,435.86,56.0,134.0,3801.8200000000006,3
Credit,Branch,74.73,64.0,162.0,6353.22,2
Credit,Online,182.79,23.0,14.0,1251.85,4
Debit,Online,628.36,44.0,107.99999999999999,11869.71,0
Debit,Online,268.39,29.0,177.0,9409.43,0
Debit,ATM,362.27,80.0,47.0,6003.59,3
Credit,Online,560.15,50.0,91.99999999999999,817.83,4
Debit,ATM,351.99,80.0,45.0,3663.64,3
Debit,Branch,132.36,28.0,160.0,319.65,1
Credit,Online,24.77,40.0,17.0,478.23,4
Debit,Online,668.67,44.0,143.0,13446.81,0
Credit,Branch,80.24,53.0,58.00000000000001,8012.810000000001,2
Debit,ATM,8.65,68.0,198.0,4201.22,3
Debit,ATM,178.91,18.0,18.999999999999996,8870.89,3
Debit,Branch,115.22,27.0,107.99999999999999,906.1999999999999,1
Debit,Online,161.63,46.0,276.0,9286.37,0
Credit,Branch,542.75,70.0,63.0,2224.08,2
Credit,Online,317.47,67.0,16.0,14639.28,4
Debit,Branch,280.99,45.0,29.000000000000004,9733.59,1
Debit,ATM,24.19,29.0,28.0,2756.2,3
Debit,ATM,586.85,36.0,86.0,6655.15,3
Debit,ATM,372.41,55.0,143.0,3233.87,3
Debit,ATM,63.169999999999995,20.0,148.0,1676.57,3
Debit,Online,383.69,54.0,285.0,8371.11,0
Credit,Branch,247.17,65.0,149.0,2611.64,2
Credit,Branch,48.78,18.0,136.0,552.06,2
Credit,Branch,4.15,60.0,119.0,6017.36,2
Debit,Branch,60.99,34.0,58.00000000000001,7281.46,1
Debit,Branch,408.19,26.0,241.0,6847.47,1
Debit,Branch,524.6,58.0,75.99999999999999,13017.7,1
Debit,ATM,108.96,26.0,247.0,7597.660000000001,3
Debit,Branch,70.03,63.0,49.0,7330.31,1
Debit,Online,124.84,52.0,79.0,6711.78,0
Debit,ATM,324.04,54.0,30.0,2248.06,3
Debit,Online,39.69,70.0,163.0,3524.68,0
Credit,Branch,157.7,58.0,45.99999999999999,8332.58,2
Credit,Online,81.27,22.0,68.00000000000001,1814.48,4
Debit,Branch,193.82,37.0,176.0,3886.7699999999995,1
Debit,Online,16.73,79.0,165.0,7591.129999999999,0
Debit,ATM,474.05000000000007,57.0,214.0,1484.31,3
Debit,ATM,39.21,66.0,245.0,9385.57,3
Debit,Branch,637.75,79.0,151.99999999999997,4202.92,1
Credit,Branch,153.59,66.0,174.0,4813.12,2
Debit,Branch,186.6,18.0,139.0,9716.68,1
Debit,Online,644.08,24.0,55.0,1980.62,0
Debit,Branch,226.66000000000003,41.0,168.00000000000003,10216.25,1
Debit,ATM,305.0,22.0,222.0,944.83,3
Credit,Branch,233.1,42.0,37.0,7469.2,2
Debit,Online,793.13,68.0,75.99999999999999,13389.16,0
Debit,ATM,224.19,52.0,93.0,8475.47,3
Credit,ATM,214.83,23.0,63.0,991.6899999999999,4
Credit,Branch,163.46,63.0,111.0,6953.8,2
Debit,Branch,194.99,34.0,91.0,1370.03,1
Debit,ATM,23.4,46.0,175.0,14851.28,3
Debit,Online,227.49999999999997,34.0,277.0,11505.35,0
Debit,Online,259.9,26.0,100.00000000000001,914.2799999999999,0
Credit,Online,59.510000000000005,36.0,55.0,9955.88,4
Debit,Online,50.63,64.0,143.0,4732.81,0
Credit,Online,112.93999999999998,73.0,30.999999999999996,3807.8399999999997,4
Debit,ATM,11.81,21.0,131.0,320.25,3
Debit,Branch,329.14,55.0,14.0,12033.92,1
Debit,ATM,154.24,61.0,82.0,6109.55,3
Debit,Online,233.44000000000003,20.0,297.0,1691.88,0
Debit,ATM,141.8,18.0,116.00000000000001,1697.67,3
Debit,Branch,209.03,55.0,126.0,8359.5,1
Debit,ATM,261.14,42.0,162.0,6100.08,3
Debit,ATM,101.81,45.0,105.0,13872.03,3
Debit,ATM,98.71,32.0,117.0,10095.23,3
Debit,Branch,87.38,21.0,252.0,1504.99,1
Debit,Branch,83.39,32.0,158.0,13182.11,1
Debit,Online,267.55,46.0,40.0,4330.04,0
Debit,ATM,870.05,29.0,39.0,905.2499999999999,3
Credit,ATM,154.32,38.0,269.0,6972.5,4
Debit,Branch,164.51,78.0,110.0,3553.69,1
Debit,ATM,758.12,69.0,90.0,6164.65,3
Debit,Online,103.76,28.0,188.0,9626.14,0
Debit,Online,583.92,55.0,139.0,6364.14,0
Debit,Online,204.06,77.0,159.0,4351.83,0
Debit,Online,53.51,56.0,165.0,5773.5,0
Credit,Online,52.95,68.0,14.0,6335.58,4
Debit,ATM,120.17,49.0,105.0,5403.79,3
Debit,Online,220.8,31.0,28.0,8135.31,0
Debit,ATM,119.01,45.0,87.0,9798.26,3
Debit,ATM,183.32,21.0,74.0,137.42,3
Debit,Online,858.88,60.0,227.0,7015.46,0
Credit,Online,11.46,41.0,128.0,2356.71,4
Debit,Branch,61.370000000000005,75.0,164.0,4294.44,1
Credit,Branch,103.08,49.0,150.0,9251.38,2
Debit,Branch,1.21,55.0,196.0,7542.739999999999,1
Credit,Online,425.18,26.0,172.0,9880.71,4
Debit,ATM,60.96000000000001,52.0,238.0,6189.24,3
Debit,ATM,64.21,51.0,37.0,12540.18,3
Debit,Online,523.02,53.0,83.0,4586.11,0
Debit,Branch,50.26,65.0,164.0,1519.38,1
Debit,Branch,110.08,19.0,95.0,1447.26,1
Credit,Branch,54.47,23.0,34.0,1131.42,2
Debit,Online,79.76,68.0,115.0,10278.75,0
Credit,Online,16.79,30.0,146.0,535.15,4
Debit,Branch,68.62,29.0,157.0,13891.47,1
Debit,Branch,157.16,20.0,280.0,1545.77,1
Credit,Online,643.38,18.0,105.0,1046.74,4
Credit,Online,328.34,42.0,30.999999999999996,2840.45,4
Debit,Online,72.68,69.0,44.0,6216.77,0
Debit,Branch,354.76,51.0,279.0,10141.92,1
Credit,ATM,793.88,22.0,252.0,1404.06,4
Debit,ATM,29.22,27.0,69.00000000000001,7795.79,3
Debit,Online,653.97,37.0,100.00000000000001,3886.65,0
Credit,Online,366.43,21.0,91.99999999999999,1560.45,4
Debit,Online,120.85999999999999,33.0,162.0,13566.58,0
Debit,Online,233.74,72.0,142.0,4749.54,0
Debit,ATM,471.8399999999999,18.0,138.0,1044.33,3
Credit,Branch,213.4,73.0,100.00000000000001,2012.24,2
Debit,ATM,254.21,48.0,45.99999999999999,2487.2,3
Debit,ATM,577.73,37.0,63.0,14977.99,3
Debit,ATM,170.26,27.0,265.0,1969.48,3
Debit,Online,337.73,78.0,107.0,7001.2,0
Credit,Branch,330.61,64.0,113.0,2525.25,2
Credit,ATM,132.33,35.0,47.0,7457.94,4
Credit,Branch,672.74,46.0,118.0,5386.52,2
Debit,Online,74.04,18.0,66.0,1690.23,0
Debit,Online,197.18,28.0,135.0,3114.92,0
Debit,Branch,21.15,70.0,180.0,3466.74,1
Debit,ATM,218.37,62.0,105.0,9942.24,3
Debit,Online,590.01,29.0,140.0,9791.74,0
Debit,Online,697.82,44.0,153.0,6824.0,0
Debit,ATM,302.76,38.0,88.0,8583.39,3
Debit,Branch,148.0,20.0,35.0,1488.65,1
Debit,Branch,22.26,19.0,56.0,5583.88,1
Debit,ATM,0.8599999999999999,25.0,139.0,1357.22,3
Debit,Branch,757.1,65.0,203.0,10553.23,1
Credit,Online,38.81,25.0,145.0,1619.6,4
Credit,Online,76.51,49.0,120.0,9475.4,4
Debit,Online,32.46,31.0,10.0,8656.18,0
Debit,Branch,20.64,22.0,59.00000000000001,949.38,1
Debit,Branch,662.11,23.0,219.0,1996.38,1
Debit,ATM,288.77,55.0,110.0,8836.51,3
Debit,Branch,35.05,30.0,105.0,14330.47,1
Credit,ATM,214.73,46.0,26.0,5368.42,4
Debit,Branch,25.38,57.0,66.0,8616.05,1
Debit,ATM,617.66,41.0,40.0,5906.58,3
Debit,ATM,446.39,63.0,77.0,7863.6,3
Debit,Branch,377.92,33.0,204.0,2254.71,1
Debit,Online,11.04,30.0,43.0,6983.04,0
Debit,ATM,275.46,36.0,67.0,9697.75,3
Debit,Online,179.76,78.0,81.0,5909.52,0
Debit,Branch,32.34,44.0,45.0,7847.619999999999,1
Debit,Branch,273.92,79.0,109.0,4543.56,1
Debit,Branch,375.45,19.0,32.0,1307.23,1
Debit,ATM,388.98,23.0,155.0,1819.91,3
Debit,ATM,492.8399999999999,25.0,37.99999999999999,577.67,3
Debit,ATM,148.85,57.0,25.000000000000004,7802.360000000001,3
Credit,Branch,119.94999999999999,62.0,47.0,2596.61,2
Debit,Branch,391.66,50.0,103.0,2406.31,1
Credit,Branch,185.99,41.0,53.00000000000001,402.45,2
Debit,ATM,322.48,27.0,57.0,1238.43,3
Debit,Branch,20.27,18.0,22.0,796.3499999999999,1
Debit,ATM,280.61,47.0,129.0,7888.76,3
Debit,ATM,199.02,61.0,269.0,4658.89,3
Credit,Online,104.23,63.0,107.99999999999999,5009.29,4
Credit,Branch,353.59,52.0,109.0,1822.34,2
Debit,Online,55.86,39.0,68.00000000000001,5346.46,0
Debit,ATM,10.77,31.0,178.0,10704.95,3
Debit,Branch,95.55,33.0,51.00000000000001,2434.74,1
Debit,Online,477.07000000000005,27.0,278.0,6568.07,0
Credit,Online,9.1,52.0,63.0,2791.45,4
Debit,Online,21.41,57.0,99.0,658.91,0
Debit,Branch,278.28,28.0,26.0,1346.88,1
Credit,Online,388.1,73.0,40.0,3022.12,4
Debit,ATM,215.39,27.0,215.99999999999997,1582.55,3
Debit,ATM,194.37,66.0,161.0,14395.88,3
Debit,ATM,37.7,20.0,109.0,1741.1,3
Debit,Branch,19.59,64.0,122.0,1061.69,1
Debit,Online,81.35,41.0,103.0,7192.45,0
Credit,Branch,314.54,58.0,228.0,9923.45,2
Debit,ATM,466.64,58.0,11.0,10915.11,3
Debit,ATM,397.01,22.0,100.00000000000001,719.52,3
Debit,Branch,472.48,55.0,87.0,7128.82,1
Debit,Online,67.15,59.0,14.0,9028.49,0
Debit,Branch,102.67,79.0,119.0,4656.94,1
Credit,Online,460.09,35.0,146.0,6990.64,4
Debit,Branch,453.49,66.0,147.0,6366.43,1
Debit,ATM,267.17,26.0,170.0,1382.62,3
Debit,ATM,111.26,66.0,43.0,14350.11,3
Debit,ATM,121.17,68.0,158.0,12990.77,3
Debit,Branch,213.28,51.0,94.0,4835.91,1
Debit,ATM,187.88,60.0,180.0,2154.58,3
Credit,Online,471.88,34.0,141.0,14833.34,4
Debit,ATM,83.79,57.0,47.0,5061.3,3
Debit,Branch,212.14,72.0,105.0,7225.06,1
Debit,Online,99.16,79.0,202.0,2607.58,0
Credit,Branch,839.33,60.0,86.0,11538.97,2
Credit,Online,29.91,76.0,43.0,2834.84,4
Debit,Online,4.24,38.0,37.99999999999999,7822.729999999999,0
Credit,Online,50.29,58.0,64.0,7604.9,4
Debit,Online,135.85,57.0,269.0,1480.39,0
Debit,Branch,368.53,68.0,34.0,13696.31,1
Credit,Branch,17.95,64.0,135.0,12344.9,2
Credit,Branch,127.80000000000001,31.0,47.0,8630.99,2
Debit,Online,16.73,45.0,48.0,2202.62,0
Debit,Branch,317.12,44.0,80.0,14409.74,1
Debit,ATM,476.62999999999994,79.0,115.0,4894.25,3
Debit,Branch,156.58,24.0,160.0,8981.61,1
Credit,Online,55.12,34.0,261.0,3791.99,4
Debit,Branch,15.739999999999998,27.0,37.99999999999999,690.16,1
Debit,Online,353.68,70.0,145.0,6777.12,0
Debit,Online,297.15,76.0,178.0,5449.37,0
Debit,Branch,647.85,36.0,121.0,13779.97,1
Debit,ATM,75.04,49.0,178.0,9648.6,3
Debit,Online,273.92,28.0,35.0,1029.15,0
Credit,Branch,215.8,51.0,66.0,3656.62,2
Debit,Branch,420.6,26.0,55.0,1778.75,1
Credit,Branch,688.36,23.0,22.0,5191.13,2
Credit,Branch,285.18,55.0,150.0,14847.97,2
Debit,ATM,213.55,63.0,15.0,5238.37,3
Credit,Branch,463.11,51.0,159.0,10238.82,2
Debit,ATM,150.03,73.0,176.0,7491.42,3
Debit,Branch,428.61,51.0,131.0,2116.36,1
Debit,Online,309.56,58.0,147.0,972.04,0
Credit,Branch,377.08,26.0,71.0,6430.86,2
Debit,Branch,77.25,68.0,157.0,14077.97,1
Debit,ATM,146.92,64.0,272.0,3990.6,3
Debit,Branch,126.59999999999998,22.0,146.0,961.6499999999999,1
Debit,ATM,101.34,24.0,45.99999999999999,703.2599999999999,3
Debit,Branch,184.97,58.0,268.0,1156.67,1
Debit,ATM,451.15,46.0,175.0,1356.47,3
Credit,ATM,516.47,25.0,94.0,1305.06,4
Debit,ATM,880.04,25.0,29.000000000000004,261.97,3
Debit,Online,353.69,59.0,163.0,9500.79,0
Credit,Branch,66.69,25.0,140.0,1210.33,2
Debit,Branch,95.75,31.0,169.0,337.62,1
Debit,Online,43.91,27.0,86.0,1806.68,0
Debit,Branch,98.03,54.0,165.0,6323.45,1
Debit,ATM,617.66,42.0,128.0,7155.95,3
Debit,Online,888.57,62.0,102.0,7896.14,0
Debit,Branch,107.48,22.0,129.0,591.2299999999999,1
Debit,ATM,36.57,62.0,69.00000000000001,2583.07,3
Debit,Online,575.62,43.0,129.0,234.40999999999997,0
Debit,ATM,84.89,37.0,70.0,4735.61,3
Credit,Branch,832.3,69.0,86.0,6617.52,2
Debit,Branch,180.65,22.0,37.99999999999999,816.0099999999999,1
Credit,Online,7.759999999999999,52.0,84.00000000000001,7393.11,4
